GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000163811	2	29117509	29171088	164	13	3530656	2.4962	0.0062772	WDR43
ENSG00000189350	2	29179477	29284239	355	27	3544997	1.0976	0.1362	FAM179A
ENSG00000179270	2	29283842	29297127	60	8	3543662	-0.80652	0.79003	C2orf71
ENSG00000115295	2	29320571	29412509	193	24	3533004	2.9404	0.0016389	CLIP4
ENSG00000171094	2	29415640	30144432	2394	137	3529487	3.9402	4.0701e-05	ALK
ENSG00000119801	2	30369807	30383399	26	9	3529571	-0.37088	0.64464	YPEL5
ENSG00000213626	2	30454397	30546596	219	24	3526284	0.2602	0.39735	LBH
ENSG00000172954	2	30670092	30867091	616	18	3539597	-0.09581	0.53816	LCLAT1
ENSG00000162949	2	30945637	31043408	332	48	3525869	1.6013	0.054651	CAPN13
ENSG00000158089	2	31133333	31378068	814	60	3518374	2.2215	0.013159	GALNT14
ENSG00000214711	2	31395924	31456724	335	23	3528664	2.1019	0.017779	CAPN14
ENSG00000013016	2	31456880	31492313	93	11	3543295	1.7789	0.037626	EHD3
ENSG00000158125	2	31557187	31637581	261	34	3525244	2.7017	0.003449	XDH
ENSG00000162959	2	32090129	32236299	274	15	3493058	1.8361	0.033174	MEMO1
ENSG00000162961	2	32092878	32264881	350	17	3490804	1.795	0.036328	DPY30
ENSG00000021574	2	32288680	32382706	200	19	3454388	1.7768	0.037801	SPAST
ENSG00000152683	2	32390933	32449448	125	15	3501900	2.3591	0.0091591	SLC30A6
ENSG00000091106	2	32449522	32490923	68	8	3503454	1.4711	0.070635	NLRC4
ENSG00000119820	2	32502979	32541663	72	14	3410970	2.0257	0.021399	YIPF4
ENSG00000115760	2	32582096	32843966	413	18	3400046	1.1854	0.11792	BIRC6
ENSG00000018699	2	32853099	33046118	632	37	3514348	0.16175	0.43575	TTC27
ENSG00000049323	2	33172039	33624576	1768	76	3523860	-1.1256	0.86983	LTBP1
ENSG00000152689	2	33661391	33789817	334	48	3514448	1.5701	0.058197	RASGRP3
ENSG00000119812	2	33808725	33824449	36	8	3526736	0.40454	0.34291	FAM98A
ENSG00000150938	2	36583069	36778278	490	49	3526424	3.3557	0.00039578	CRIM1
ENSG00000217075	2	36758948	36779411	53	9	3475984	2.8936	0.0019044	AC007401.2
ENSG00000171055	2	36778570	36873230	280	19	3523900	2.4982	0.0062409	FEZ2
ENSG00000205221	2	36923833	37041935	373	50	3515367	1.4319	0.076091	VIT
ENSG00000268688	2	37068327	37068530	1	1	3551383	2.2268	0.01298	AC007382.1
ENSG00000115808	2	37070783	37193615	287	17	3524665	0.6584	0.25514	STRN
ENSG00000008869	2	37195526	37311485	292	22	3530948	0.1999	0.42078	HEATR5B
ENSG00000152133	2	37311594	37326387	33	5	3531661	1.1993	0.1152	GPATCH11
ENSG00000055332	2	37326353	37384208	165	14	3533043	0.49468	0.31041	EIF2AK2
ENSG00000138068	2	37394963	37423741	228	14	3526646	0.15322	0.43911	SULT6B1
ENSG00000218739	2	37423631	37443336	34	10	3493392	1.453	0.073117	CEBPZ-AS1
ENSG00000115816	2	37428755	37458856	58	15	3483504	1.5065	0.065968	CEBPZ
ENSG00000003509	2	37458774	37480546	68	12	3512420	1.1291	0.12943	NDUFAF7
ENSG00000115825	2	37477645	37551951	260	16	3486690	1.4801	0.069423	PRKD3
ENSG00000115828	2	37571717	37600465	78	18	3491735	1.4345	0.075722	QPCT
ENSG00000163171	2	37869032	37965611	337	38	3507646	-1.0344	0.84953	CDC42EP3
ENSG00000115841	2	38150330	38294285	363	21	3514287	-0.22358	0.58846	RMDN2
ENSG00000138061	2	38294116	38337044	136	20	3518342	-0.27864	0.60974	CYP1B1
ENSG00000119787	2	38522022	38604427	149	14	3514732	4.5834	2.2869e-06	ATL2
ENSG00000143889	2	38789120	38830728	77	10	3509209	1.384	0.083172	HNRNPLL
ENSG00000143891	2	38893052	38968379	169	20	3508919	1.8705	0.030708	GALM
ENSG00000115875	2	38970741	38978636	5	1	3408172	0.777	0.21858	SRSF7
ENSG00000152147	2	38978676	39012142	60	7	3525117	-0.33323	0.63052	GEMIN6
ENSG00000163214	2	39024871	39103075	107	10	3522417	-0.0012402	0.50049	DHX57
ENSG00000188010	2	39103103	39156213	81	10	3526500	-0.58209	0.71975	MORN2
ENSG00000214694	2	39117021	39202590	133	20	3477829	1.297	0.09731	ARHGEF33
ENSG00000269210	2	39186764	39187483	3	2	3376687	0.99012	0.16106	AC019171.1
ENSG00000115904	2	39208537	39351486	251	11	3420987	2.1223	0.016908	SOS1
ENSG00000205111	2	39402787	39456729	124	9	3538601	1.285	0.099395	CDKL4
ENSG00000011566	2	39476407	39664453	409	21	3527234	2.8928	0.0019091	MAP4K3
ENSG00000152154	2	39892122	39945103	53	6	3502749	0.46429	0.32122	TMEM178A
ENSG00000138050	2	39963200	40006407	102	10	3523236	-0.22712	0.58983	THUMPD2
ENSG00000183023	2	40324410	40838193	1613	102	3515288	3.194	0.00070169	SLC8A1
ENSG00000268898	2	40488147	40490117	9	3	3504123	0.25622	0.39889	AC007377.1
ENSG00000205086	2	42162508	42181406	41	10	3509485	2.5386	0.0055644	C2orf91
ENSG00000162878	2	42275160	42285668	32	5	3478859	1.5186	0.064429	PKDCC
ENSG00000143924	2	42396490	42559688	426	20	3533287	3.6343	0.00013939	EML4
ENSG00000115944	2	42560686	42652228	165	16	3544966	3.3464	0.0004094	COX7A2L
ENSG00000171126	2	42669157	42721237	128	22	3517471	3.0276	0.0012323	KCNG3
ENSG00000057935	2	42721709	42984087	549	19	3520909	0.68038	0.24813	MTA3
ENSG00000162881	2	42989642	42991401	6	2	3499975	0.024756	0.49012	OXER1
ENSG00000162882	2	42994229	43019733	111	10	3524576	0.53707	0.29561	HAAO
ENSG00000115970	2	43393800	43823185	922	32	3512527	3.5869	0.00016733	THADA
ENSG00000152518	2	43449541	43453748	8	3	3440487	2.3764	0.0087419	ZFP36L2
ENSG00000152527	2	43864412	43995126	424	37	3525693	0.73439	0.23136	PLEKHH2
ENSG00000138036	2	44001178	44037149	125	10	3520249	-0.77428	0.78062	DYNC2LI1
ENSG00000138075	2	44039611	44066004	72	14	3502384	0.2891	0.38625	ABCG5
ENSG00000143921	2	44066103	44105605	241	12	3505422	0.6638	0.25341	ABCG8
ENSG00000138095	2	44113647	44223144	270	18	3531220	6.2156	2.5557e-10	LRPPRC
ENSG00000138032	2	44395108	44471523	143	13	3493277	1.5915	0.055753	PPM1B
ENSG00000138079	2	44502599	44548633	101	12	3528734	2.9231	0.0017329	SLC3A1
ENSG00000138078	2	44543420	44589001	115	12	3525830	2.0922	0.018209	PREPL
ENSG00000143919	2	44589089	44999731	921	35	3523336	2.0154	0.021932	CAMKMT
ENSG00000138083	2	45168902	45173216	14	4	3539560	2.6986	0.0034821	SIX3
ENSG00000170577	2	45232300	45236569	10	5	3563562	0.38705	0.34936	SIX2
ENSG00000068784	2	45615819	45839304	569	25	3537577	-0.46837	0.68024	SRBD1
ENSG00000171132	2	45878484	46415129	1799	177	3525618	0.51877	0.30196	PRKCE
ENSG00000116016	2	46520806	46613836	232	39	3517948	0.21051	0.41663	EPAS1
ENSG00000187600	2	46656329	46711564	164	15	3503092	0.30658	0.37958	TMEM247
ENSG00000250565	2	46717889	46769696	163	22	3517412	1.2442	0.10671	ATP6V1E2
ENSG00000119729	2	46768945	46810260	90	16	3515480	-0.70142	0.75848	RHOQ
ENSG00000151665	2	46808076	46844258	81	13	3524850	-0.28037	0.6104	PIGF
ENSG00000119878	2	46843555	46852881	19	5	3531414	0.20893	0.41725	CRIPT
ENSG00000171150	2	46926091	46990268	219	24	3539973	-1.8183	0.96549	SOCS5
ENSG00000222005	2	47043807	47049796	18	5	3478041	-1.3648	0.91383	LINC01118
ENSG00000239332	2	47043836	47086146	129	26	3522196	0.11962	0.45239	LINC01119
ENSG00000180398	2	47129009	47168994	174	19	3511210	0.46647	0.32044	MCFD2
ENSG00000068724	2	47143296	47303276	676	54	3533111	1.6147	0.053189	TTC7A
ENSG00000239605	2	47272677	47382517	461	51	3521505	2.9543	0.0015669	C2orf61
ENSG00000273269	2	47293080	47403650	435	47	3518599	2.4492	0.0071591	RP11-761B3.1
ENSG00000143933	2	47387221	47403740	34	9	3494820	-0.55123	0.70926	CALM2
ENSG00000119888	2	47572297	47614740	93	16	3504307	0.75666	0.22463	EPCAM
ENSG00000095002	2	47630108	47789450	383	28	3510208	0.15174	0.43969	MSH2
ENSG00000184261	2	47743720	47798078	115	28	3527041	-0.29797	0.61714	KCNK12
ENSG00000269563	2	47799601	47801998	8	2	3525892	-0.17704	0.57026	AC138655.1
ENSG00000116062	2	47922669	48037240	249	27	3519978	2.2669	0.0117	MSH6
ENSG00000138081	2	48016455	48132932	212	20	3522749	2.1554	0.015564	FBXO11
ENSG00000170802	2	48541776	48606433	188	19	3527684	2.35	0.0093873	FOXN2
ENSG00000162869	2	48667737	48742525	199	21	3516547	1.7842	0.037195	PPP1R21
ENSG00000243244	2	48756522	48826025	252	22	3508400	1.5399	0.061796	STON1
ENSG00000068781	2	48757064	49003654	916	60	3523880	4.3264	7.5781e-06	STON1-GTF2A1L
ENSG00000242441	2	48844937	48960287	414	37	3533003	3.4665	0.00026365	GTF2A1L
ENSG00000138039	2	48859428	48982880	460	46	3534178	4.094	2.1197e-05	LHCGR
ENSG00000170820	2	49189296	49381676	723	36	3538740	0.82579	0.20446	FSHR
ENSG00000179915	2	50145643	51259674	3150	121	3534504	9.2832	8.225e-21	NRXN1
ENSG00000115239	2	53759810	54087170	954	61	3525441	0.20388	0.41922	GPR75-ASB3
ENSG00000270898	2	53897430	54087297	517	23	3524572	-0.86958	0.80774	ASB3
ENSG00000143942	2	53994929	54002333	18	6	3519970	-3.1246	0.99911	CHAC2
ENSG00000068912	2	54014181	54045956	66	11	3532687	-0.70059	0.75822	ERLEC1
ENSG00000119737	2	54080050	54087126	15	6	3542876	1.7918	0.036586	GPR75
ENSG00000068878	2	54091204	54197977	264	16	3539325	1.7794	0.037588	PSME4
ENSG00000170634	2	54197975	54532437	877	41	3530942	0.694	0.24384	ACYP2
ENSG00000178021	2	54480315	54483409	8	3	3582226	0.51312	0.30393	TSPYL6
ENSG00000177994	2	54557171	54610879	119	19	3542781	0.98767	0.16166	C2orf73
ENSG00000115306	2	54683422	54896812	612	25	3513770	1.42	0.07781	SPTBN1
ENSG00000214595	2	54950636	55199157	778	58	3531761	2.863	0.0020981	EML6
ENSG00000115310	2	55199325	55339757	369	30	3528686	4.237	1.1325e-05	RTN4
ENSG00000162994	2	55401927	55459699	145	19	3534277	0.7967	0.21281	CLHC1
ENSG00000143947	2	55459039	55462989	11	5	3534659	1.6069	0.054038	RPS27A
ENSG00000085760	2	55463731	55496483	81	12	3535424	1.7712	0.038266	MTIF2
ENSG00000115355	2	55514978	55647057	265	17	3515023	0.34129	0.36644	CCDC88A
ENSG00000163001	2	55746740	55773015	75	16	3534586	1.7577	0.039396	CCDC104
ENSG00000138041	2	55774428	55846015	190	25	3532832	1.7105	0.043588	SMEK2
ENSG00000138035	2	55861400	55921045	207	25	3527979	1.9563	0.025216	PNPT1
ENSG00000115380	2	56093102	56151274	179	24	3525285	0.7269	0.23364	EFEMP1
ENSG00000055813	2	56411258	56613308	549	44	3535609	3.4206	0.00031246	CCDC85A
ENSG00000028116	2	58134786	58387055	434	28	3533841	6.4965	4.1111e-11	VRK2
ENSG00000115392	2	58386378	58468507	163	21	3533967	4.5143	3.177e-06	FANCL
ENSG00000119866	2	60678302	60780702	142	29	3532025	2.4376	0.0073925	BCL11A
ENSG00000115421	2	60983365	61029220	94	13	3529506	1.7271	0.042071	PAPOLG
ENSG00000162924	2	61108656	61158745	73	18	3498409	0.41449	0.33926	REL
ENSG00000162927	2	61167357	61245394	117	22	3541643	0.89097	0.18647	PUS10
ENSG00000162928	2	61244360	61279125	57	13	3516972	1.7465	0.040366	PEX13
ENSG00000162929	2	61293006	61391960	187	19	3512730	0.79874	0.21222	KIAA1841
ENSG00000237651	2	61372243	61391964	62	5	3529308	0.061422	0.47551	C2orf74
ENSG00000173209	2	61404553	61418338	24	7	3546978	1.1949	0.11607	AHSA2
ENSG00000115464	2	61414598	61697904	534	24	3505648	1.7563	0.039515	USP34
ENSG00000082898	2	61704984	61765761	84	9	3524583	1.5875	0.056201	XPO1
ENSG00000170264	2	62051989	62081278	46	8	3533548	0.71892	0.23609	FAM161A
ENSG00000115484	2	62095224	62115939	42	9	3504190	0.89648	0.185	CCT4
ENSG00000173163	2	62115859	62374382	431	23	3501873	1.9084	0.028171	COMMD1
ENSG00000170340	2	62423248	62451866	38	7	3514939	0.92862	0.17654	B3GNT2
ENSG00000186889	2	62727356	62739029	46	9	3551021	3.6212	0.00014664	TMEM17
ENSG00000115504	2	62900986	63273622	354	29	3537414	4.4868	3.6148e-06	EHBP1
ENSG00000115507	2	63277192	63284971	7	4	3552737	1.4712	0.070613	OTX1
ENSG00000143951	2	63348518	64054977	1123	40	3524025	5.0919	1.7726e-07	WDPCP
ENSG00000014641	2	63815743	63834331	28	6	3517179	3.1197	0.0009053	MDH1
ENSG00000169764	2	64068074	64118696	105	19	3527369	6.2584	1.9449e-10	UGP2
ENSG00000143952	2	64119280	64246206	328	25	3519037	5.0583	2.115e-07	VPS54
ENSG00000197329	2	64319786	64371588	114	13	3537358	2.6228	0.0043606	PELI1
ENSG00000119862	2	64681103	64688515	12	6	3487633	-0.1022	0.5407	LGALSL
ENSG00000119844	2	64751465	64820139	105	6	3535550	0.86177	0.19441	AFTPH
ENSG00000179833	2	64858755	64978139	185	17	3527144	-0.80709	0.79019	SERTAD2
ENSG00000115902	2	65215611	65250999	76	22	3522646	1.1008	0.1355	SLC1A4
ENSG00000011523	2	65283500	65314138	84	12	3530616	1.1345	0.1283	CEP68
ENSG00000138069	2	65297835	65357240	158	15	3543236	1.065	0.14344	RAB1A
ENSG00000138071	2	65454887	65498387	102	11	3530344	0.86712	0.19294	ACTR2
ENSG00000198369	2	65537985	65659771	325	20	3535484	1.418	0.078099	SPRED2
ENSG00000143995	2	66660584	66801001	195	27	3517515	1.7546	0.039667	MEIS1
ENSG00000143971	2	67624451	67637677	33	5	3536107	0.25216	0.40046	ETAA1
ENSG00000197223	2	68268262	68338080	74	17	3533235	0.98956	0.16119	C1D
ENSG00000243667	2	68350068	68384692	59	7	3516220	1.8421	0.03273	WDR92
ENSG00000273398	2	68358370	68488362	213	12	3503971	2.3345	0.0097842	RP11-474G23.1
ENSG00000115946	2	68384976	68403370	41	6	3533343	2.303	0.010639	PNO1
ENSG00000221823	2	68405989	68483369	127	8	3496587	2.4412	0.0073199	PPP3R1
ENSG00000119865	2	68511303	68547183	64	15	3537484	1.5112	0.065364	CNRIP1
ENSG00000115956	2	68592305	68624585	162	15	3550414	0.68103	0.24793	PLEK
ENSG00000204923	2	68686551	68694390	7	2	3568291	-0.95049	0.82907	FBXO48
ENSG00000169621	2	68694693	68858004	395	13	3527377	-1.4919	0.93213	APLF
ENSG00000169618	2	68870721	68882708	35	12	3497946	-0.53775	0.70463	PROKR1
ENSG00000163219	2	68906733	69053965	519	39	3539434	-0.92223	0.8218	ARHGAP25
ENSG00000163217	2	69092613	69098649	10	3	3511786	0.18589	0.42626	BMP10
ENSG00000183607	2	69172364	69180102	15	4	3562648	1.3344	0.091031	GKN2
ENSG00000169605	2	69201705	69208106	26	4	3537979	1.1326	0.12869	GKN1
ENSG00000169604	2	69240310	69476459	579	58	3528595	-0.3974	0.65446	ANTXR1
ENSG00000198380	2	69546905	69614382	96	6	3544949	-0.10491	0.54178	GFPT1
ENSG00000169599	2	69622882	69664760	87	6	3533984	0.089574	0.46431	NFU1
ENSG00000115977	2	69688532	69901481	250	25	3509139	0.2987	0.38258	AAK1
ENSG00000196975	2	69871557	70053596	351	27	3522949	3.1731	0.00075401	ANXA4
ENSG00000087338	2	70056774	70108528	73	7	3532615	1.6774	0.046729	GMCL1
ENSG00000124380	2	70120692	70132707	14	3	3559032	2.519	0.0058836	SNRNP27
ENSG00000059728	2	70124820	70170077	64	4	3518866	2.5758	0.0050005	MXD1
ENSG00000244617	2	70187226	70189397	2	1	3463952	1.6711	0.047351	ASPRV1
ENSG00000169564	2	70314585	70316332	2	1	3539718	0.020513	0.49182	PCBP1
ENSG00000115998	2	70377012	70475747	151	11	3525827	0.92026	0.17872	C2orf42
ENSG00000116001	2	70436576	70475792	59	4	3500960	-0.28548	0.61236	TIA1
ENSG00000116005	2	70484518	70508323	43	4	3531547	0.021194	0.49155	PCYOX1
ENSG00000143977	2	70508494	70520903	19	3	3552864	0.17928	0.42886	SNRPG
ENSG00000035141	2	70523107	70529222	12	2	3444878	-0.6366	0.73781	FAM136A
ENSG00000163235	2	70674412	70781325	304	32	3500142	0.7978	0.21249	TGFA
ENSG00000075340	2	70834750	70995357	556	31	3471629	-0.63055	0.73583	ADD2
ENSG00000183733	2	71004442	71017775	46	6	3518230	-0.83801	0.79899	FIGLA
ENSG00000152672	2	71035775	71047732	30	7	3551868	0.81784	0.20672	CLEC4F
ENSG00000116031	2	71057347	71062952	30	7	3522367	-0.061502	0.52452	CD207
ENSG00000116035	2	71127720	71160576	95	18	3517786	2.5282	0.0057319	VAX2
ENSG00000116039	2	71163012	71192536	96	22	3482530	0.89589	0.18516	ATP6V1B1
ENSG00000258881	2	71166448	71222466	150	32	3486126	0.22933	0.40931	AC007040.11
ENSG00000144031	2	71205510	71212626	19	5	3493590	0.053835	0.47853	ANKRD53
ENSG00000144043	2	71213068	71222075	22	4	3522221	-0.37246	0.64523	TEX261
ENSG00000124357	2	71291474	71306935	54	9	3528664	2.5376	0.0055802	NAGK
ENSG00000124370	2	71336814	71357369	70	7	3516422	0.73121	0.23233	MCEE
ENSG00000124383	2	71357444	71377231	62	6	3544803	0.97533	0.1647	MPHOSPH10
ENSG00000124374	2	71409869	71454213	152	18	3539248	2.1874	0.014358	PAIP2B
ENSG00000075292	2	71503691	71662199	385	22	3537840	5.9584	1.2736e-09	ZNF638
ENSG00000135636	2	71680852	71913898	733	86	3534383	2.8974	0.0018811	DYSF
ENSG00000003137	2	72356367	72375167	22	6	3528358	0.69891	0.2423	CYP26B1
ENSG00000144036	2	72403113	73053170	710	17	3523091	0.15747	0.43744	EXOC6B
ENSG00000135638	2	73143389	73162020	6	1	3555667	0.0023223	0.49907	EMX1
ENSG00000144040	2	73169165	73302747	175	12	3529230	0.33895	0.36732	SFXN5
ENSG00000135631	2	73300510	73383849	185	19	3540542	2.4101	0.0079736	RAB11FIP5
ENSG00000214513	2	73429386	73439641	29	5	3571725	3.0795	0.0010369	NOTO
ENSG00000135632	2	73441350	73454365	23	6	3579277	3.9376	4.1156e-05	SMYD5
ENSG00000135617	2	73455134	73460366	11	3	3561445	3.4005	0.00033636	PRADC1
ENSG00000135624	2	73460548	73480149	46	8	3544809	2.6894	0.0035793	CCT7
ENSG00000163013	2	73481810	73511559	33	11	3499105	4.3817	5.8876e-06	FBXO41
ENSG00000135625	2	73518058	73520833	2	1	3551383	-0.83213	0.79733	EGR4
ENSG00000116127	2	73612886	73837920	362	11	3527229	1.1815	0.1187	ALMS1
ENSG00000144035	2	73867959	73869520	2	1	3564235	0.86703	0.19296	NAT8
ENSG00000144034	2	73956231	73964527	9	1	3496237	1.1195	0.13146	TPRKB
ENSG00000144048	2	73989311	74007284	8	1	3579803	1.4233	0.077321	DUSP11
ENSG00000187833	2	74011316	74044274	4	1	3473899	1.1384	0.12749	C2orf78
ENSG00000124356	2	74056086	74100786	83	13	3533173	0.23919	0.40548	STAMBP
ENSG00000163017	2	74119441	74146992	85	8	3523667	1.3242	0.092724	ACTG2
ENSG00000114956	2	74153953	74186088	70	7	3535746	2.2368	0.012649	DGUOK
ENSG00000187605	2	74229840	74335303	157	9	3522084	0.34463	0.36518	TET3
ENSG00000217702	2	74361599	74362521	2	1	3232652	0.31878	0.37495	MGC10955
ENSG00000163170	2	74362525	74375121	23	3	3528061	-0.046142	0.5184	BOLA3
ENSG00000114978	2	74379655	74406025	43	4	3529411	0.68566	0.24646	MOB1A
ENSG00000065911	2	74425689	74444692	24	5	3547592	0.16347	0.43507	MTHFD2
ENSG00000264324	2	74438731	74590504	206	24	3525750	0.31012	0.37824	RP11-287D1.3
ENSG00000188687	2	74443369	74570541	175	23	3526383	0.37257	0.35474	SLC4A5
ENSG00000204843	2	74588281	74619214	33	7	3510147	0.46401	0.32132	DCTN1
ENSG00000159239	2	74641304	74648718	6	2	3526269	-0.44445	0.67164	C2orf81
ENSG00000005448	2	74648805	74652882	1	1	3392040	-1.6192	0.9473	WDR54
ENSG00000114993	2	74652963	74669549	10	3	3520261	-0.094838	0.53778	RTKN
ENSG00000115274	2	74682150	74688011	5	2	3538991	0.67048	0.25127	INO80B
ENSG00000239779	2	74685456	74688018	3	1	3528809	0.19086	0.42432	WBP1
ENSG00000115275	2	74688184	74692537	2	1	3447712	-1.0261	0.84757	MOGS
ENSG00000204822	2	74699085	74700449	3	2	3499544	0.50141	0.30804	MRPL53
ENSG00000135637	2	74699113	74710535	12	5	3469684	1.6129	0.05338	CCDC142
ENSG00000115282	2	74710200	74722013	6	1	3434346	0.18417	0.42694	TTC31
ENSG00000179528	2	74724644	74730443	8	3	3529348	-0.58084	0.71933	LBX2
ENSG00000115289	2	74732170	74735707	3	1	3495528	-1.4604	0.9279	PCGF1
ENSG00000115297	2	74740590	74744274	1	1	3551383	-1.0511	0.8534	TLX2
ENSG00000144045	2	74745258	74753463	4	2	3562116	-0.39034	0.65186	DQX1
ENSG00000115307	2	74753772	74757066	3	1	3542477	0.87176	0.19167	AUP1
ENSG00000115317	2	74756504	74760472	3	2	3564130	1.0701	0.14228	HTRA2
ENSG00000115318	2	74759541	74782817	14	3	3536563	0.65182	0.25726	LOXL3
ENSG00000115325	2	74776153	74784681	7	2	3526040	0.76099	0.22333	DOK1
ENSG00000159374	2	74785010	74875465	44	8	3534037	0.15554	0.4382	M1AP
ENSG00000135622	2	74881355	74909186	24	5	3513944	0.065007	0.47408	SEMA4F
ENSG00000159399	2	75061108	75120486	152	22	3524946	-0.69821	0.75748	HK2
ENSG00000115350	2	75185619	75197255	23	6	3548255	1.6624	0.048217	POLE4
ENSG00000115353	2	75273590	75426826	363	40	3533844	0.32121	0.37403	TACR1
ENSG00000115363	2	75696428	75796848	248	38	3527672	2.3154	0.010296	EVA1A
ENSG00000115364	2	75873909	75917977	118	14	3526216	1.9468	0.025777	MRPL19
ENSG00000005436	2	75879126	75938115	131	14	3530448	2.0665	0.019392	GCFC2
ENSG00000176204	2	76974845	77820445	2399	108	3513253	2.8811	0.0019814	LRRTM4
ENSG00000143954	2	79252812	79255631	13	4	3542761	1.1078	0.13398	REG3G
ENSG00000172023	2	79312156	79315145	11	3	3543212	-0.071871	0.52865	REG1B
ENSG00000115386	2	79347488	79350545	11	4	3519373	-0.46335	0.67844	REG1A
ENSG00000172016	2	79384132	79386879	4	2	3527178	-0.21206	0.58397	REG3A
ENSG00000066032	2	79412357	80875905	3995	264	3528853	5.5402	1.5108e-08	CTNNA2
ENSG00000162951	2	80515483	80531874	25	6	3537879	0.38386	0.35054	LRRTM1
ENSG00000163541	2	84650647	84687169	82	8	3445004	-0.58643	0.72121	SUCLG1
ENSG00000115423	2	84743579	85046713	667	16	3531675	-0.16308	0.56477	DNAH6
ENSG00000186854	2	85048774	85134132	238	20	3531732	-0.56642	0.71445	TRABD2A
ENSG00000269417	2	85122209	85122345	2	1	3583863	0.41944	0.33745	AC022210.1
ENSG00000034510	2	85132749	85133795	3	1	3376328	1.1443	0.12624	TMSB10
ENSG00000176407	2	85198216	85286595	111	9	3518219	-1.5724	0.94207	KCMF1
ENSG00000152284	2	85360533	85537511	545	46	3541347	0.11263	0.45516	TCF7L1
ENSG00000152291	2	85545147	85555548	30	5	3489651	1.5507	0.060488	TGOLN2
ENSG00000042445	2	85569211	85581743	25	8	3504369	1.811	0.035068	RETSAT
ENSG00000115459	2	85581517	85618875	83	14	3486143	1.3922	0.08193	ELMOD3
ENSG00000042493	2	85621871	85645555	97	16	3490562	1.3116	0.094831	CAPG
ENSG00000152292	2	85645844	85664152	47	11	3496778	1.3246	0.092649	SH2D6
ENSG00000168906	2	85766288	85772403	8	5	3557226	0.14737	0.44142	MAT2A
ENSG00000115486	2	85771846	85788670	42	9	3543267	0.17063	0.43226	GGCX
ENSG00000118640	2	85788685	85809154	62	9	3504839	1.0908	0.13768	VAMP8
ENSG00000168899	2	85811531	85820535	22	6	3535603	0.61075	0.27068	VAMP5
ENSG00000168894	2	85822848	85824736	6	2	3577320	0.6842	0.24692	RNF181
ENSG00000168890	2	85825671	85830319	4	2	3583524	0.63594	0.26241	TMEM150A
ENSG00000168883	2	85829979	85876403	48	9	3537710	0.67767	0.24899	USP39
ENSG00000168887	2	85833777	85839189	2	1	3519799	0.30593	0.37983	C2orf68
ENSG00000168878	2	85884437	85895864	13	6	3523835	-1.6325	0.94872	SFTPB
ENSG00000115523	2	85912298	85925977	54	7	3531029	1.1504	0.12499	GNLY
ENSG00000168874	2	85978467	86015189	61	11	3520110	0.086109	0.46569	ATOH8
ENSG00000115525	2	86066267	86116137	124	13	3517840	1.5334	0.062593	ST3GAL5
ENSG00000068654	2	86247339	86333278	179	16	3539831	2.483	0.0065136	POLR1A
ENSG00000132300	2	86333305	86369280	84	9	3507186	1.5858	0.056395	PTCD3
ENSG00000132305	2	86371055	86422893	115	7	3346753	2.5249	0.005787	IMMT
ENSG00000132313	2	86426478	86440917	28	4	3533455	3.3494	0.00040487	MRPL35
