Location,ID,PANEL_clean_short,TWAS.Z,TWAS.P,COLOC.PP0,COLOC.PP1,COLOC.PP2,COLOC.PP3,COLOC.PP4,Low_PP3_0.2,Colocalised
chr5:155297354-156194799,SGCD,YFS Blood,-6.21,5.3e-10,0,0,0,0.006,0.993,Yes,Yes
chr5:159488808-159546430,PWWP2A,PsychENCODE,4.926,8.39e-07,0,0.01,0,0.018,0.972,Yes,Yes
chr5:170736288-170739138,TLX3,GTEx Pituita...,5.748,9.03e-09,0,0,0.738,0.156,0.106,Yes,No
chr5:170814120-170838141,NPM1,PsychENCODE,6.83957,7.94e-12,0,0,0,0.025,0.975,Yes,Yes
chr6:5102827-5261172,LYRM4,GTEx Adrenal...,5.7933,6.9e-09,0.304,0.042,0.495,0.068,0.091,Yes,No
chr6:5102827-5261172,LYRM4,GTEx Pituita...,5.94368,2.79e-09,0.151,0.187,0.246,0.305,0.111,No,No
chr6:19535175-19839311,RP1-167F1.2,PsychENCODE,5.334,9.61e-08,0.001,0.001,0.393,0.196,0.409,Yes,No
chr6:25963030-25987384,TRIM38,GTEx Whole B...,6.9418,3.87e-12,0,0,0.005,0.906,0.089,No,No
chr6:26017260-26018040,HIST1H1A,PsychENCODE,-5.625,1.86e-08,0,0,0.932,0.052,0.017,Yes,No
chr6:26031816-26032327,HIST1H3B,NTR Blood,-6.952,3.59e-12,0,0,0.052,0.037,0.912,Yes,Yes
chr6:26055968-26056699,HIST1H1C,GTEx Caudate...,-5.4894,4.03e-08,0,0,0.226,0.751,0.023,No,No
chr6:26124373-26139344,HIST1H2AC,GTEx Whole B...,5.5389,3.04e-08,0,0,0.788,0.12,0.092,Yes,No
chr6:26199079-26199471,HIST1H2AD,PsychENCODE,5.359731,8.33e-08,0,0,0.617,0.301,0.082,No,No
chr6:26365386-26378540,BTN3A2,NTR Blood,8.313,9.35e-17,0,0,0,0.923,0.077,No,No
chr6:26365387-26378546,BTN3A2,GTEx Adrenal...,7.959,1.73e-15,0,0,0,0.69,0.31,No,No
chr6:26365387-26378546,BTN3A2,GTEx Amygdal...,8.2485,1.6e-16,0,0,0.012,0.535,0.452,No,No
chr6:26365387-26378546,BTN3A2,GTEx ACC ,6.996,2.63e-12,0,0,0,0.746,0.254,No,No
chr6:26365387-26378546,BTN3A2,GTEx Caudate...,5.8598,4.63e-09,0,0,0,0.889,0.111,No,No
chr6:26365387-26378546,BTN3A2,GTEx Cerebel...,8.778,1.66e-18,0,0,0.001,0.899,0.1,No,No
chr6:26365387-26378546,BTN3A2,GTEx Cerebel...,6.95871,3.43e-12,0,0,0,0.885,0.115,No,No
chr6:26365387-26378546,BTN3A2,GTEx Cortex,5.9954,2.03e-09,0,0,0,0.549,0.451,No,No
chr6:26365387-26378546,BTN3A2,GTEx Frontal...,7.081676,1.42e-12,0,0,0,0.423,0.577,No,No
chr6:26365387-26378546,BTN3A2,GTEx Hippoca...,8.787,1.54e-18,0,0,0,0.562,0.438,No,No
chr6:26365387-26378546,BTN3A2,GTEx Hypotha...,7.311,2.65e-13,0,0,0.003,0.706,0.29,No,No
chr6:26365387-26378546,BTN3A2,GTEx Nucleus...,6.68608,2.29e-11,0,0,0,0.9,0.1,No,No
chr6:26365387-26378546,BTN3A2,GTEx Putamen...,5.408,6.38e-08,0,0,0.002,0.859,0.139,No,No
chr6:26365387-26378546,BTN3A2,GTEx Substan...,7.212,5.52e-13,0,0,0.043,0.683,0.274,No,No
chr6:26365387-26378546,BTN3A2,PsychENCODE,5.723674,1.04e-08,0,0,0,0.981,0.019,No,No
chr6:26365387-26378546,BTN3A2,GTEx Pituita...,9.0032,2.19e-19,0,0,0,0.867,0.133,No,No
chr6:26365387-26378546,BTN3A2,GTEx Thyroid,8.3601,6.27e-17,0,0,0,0.905,0.095,No,No
chr6:26365387-26378546,BTN3A2,GTEx Whole B...,8.0658,7.28e-16,0,0,0,0.922,0.078,No,No
chr6:26365387-26378546,BTN3A2,YFS Blood,5.8593,4.65e-09,0,0,0,0.904,0.096,No,No
chr6:26365397-26378548,BTN3A2,CMC DLPFC,5.9808,2.22e-09,0,0,0,0.902,0.098,No,No
chr6:26383324-26395102,BTN2A2,GTEx Cortex,-5.861,4.6e-09,0,0,0.898,0.057,0.045,Yes,No
chr6:26402465-26415444,BTN3A1,GTEx Cortex,-5.59,2.27e-08,0,0,0.914,0.041,0.045,Yes,No
chr6:26421619-26432611,BTN2A3P,PsychENCODE,6.974,3.08e-12,0,0,0.056,0.943,0.001,No,No
chr6:26421619-26432611,BTN2A3P,GTEx Thyroid,5.3471,8.94e-08,0,0,0,1,0,No,No
chr6:26440699-26453643,BTN3A3,CMC DLPFC,-8.15353,3.53e-16,0,0,0,0.944,0.056,No,No
chr6:26440700-26453643,BTN3A3,GTEx Cerebel...,-6.6841,2.32e-11,0,0,0.367,0.58,0.053,No,No
chr6:26440700-26453643,BTN3A3,GTEx Cerebel...,-6.993,2.69e-12,0,0,0.297,0.689,0.014,No,No
chr6:26538198-26546976,HMGN4,NTR Blood,5.009,5.46e-07,0,0,0,1,0,No,No
chr6:26538571-26547164,HMGN4,CMC DLPFC Sp...,5.884,4e-09,0,0,0,1,0,No,No
chr6:26538571-26547164,HMGN4,CMC DLPFC Sp...,-5.945,2.76e-09,0,0,0,1,0,No,No
chr6:26538633-26546482,HMGN4,GTEx Cerebel...,5.907,3.48e-09,0,0,0.918,0.039,0.043,Yes,No
chr6:26538633-26546482,HMGN4,GTEx Pituita...,6.7605,1.37e-11,0,0,0.113,0.721,0.167,No,No
chr6:26538633-26546482,HMGN4,GTEx Thyroid,6.3324,2.41e-10,0,0,0.04,0.956,0.004,No,No
chr6:26538633-26546482,HMGN4,GTEx Whole B...,5.2499,1.52e-07,0,0,0,1,0,No,No
chr6:26636518-26659980,ZNF322,GTEx Adrenal...,-5.351,8.74e-08,0,0,0.001,0.999,0,No,No
chr6:26636518-26659980,ZNF322,GTEx Caudate...,-6.743,1.55e-11,0,0,0.409,0.556,0.035,No,No
chr6:26636518-26659980,ZNF322,GTEx Substan...,-8.138,4.03e-16,0,0,0.642,0.143,0.215,Yes,No
chr6:26839263-26924333,GUSBP2,GTEx Pituita...,4.9044,9.37e-07,0,0,0.23,0.733,0.037,No,No
chr6:26924771-26991703,LINC00240,GTEx Adrenal...,-7.313,2.61e-13,0,0,0.093,0.849,0.057,No,No
chr6:27215480-27224250,PRSS16,GTEx Adrenal...,-7.879,3.3e-15,0,0,0,0.999,0,No,No
chr6:27215480-27224250,PRSS16,GTEx Caudate...,-7.9196,2.38e-15,0,0,0.1,0.012,0.888,Yes,Yes
chr6:27215480-27224250,PRSS16,GTEx Cerebel...,-9.528,1.6e-21,0,0,0.004,0.002,0.994,Yes,Yes
chr6:27215480-27224250,PRSS16,GTEx Cerebel...,-9.9146,3.6e-23,0,0,0,0.008,0.992,Yes,Yes
chr6:27215480-27224250,PRSS16,GTEx Frontal...,-8.692367,3.55e-18,0,0,0.741,0.114,0.144,Yes,No
chr6:27215480-27224403,PRSS16,PsychENCODE,-6.161,7.23e-10,0,0,0.887,0.086,0.027,Yes,No
chr6:27215480-27224250,PRSS16,GTEx Pituita...,-5.76,8.41e-09,0,0,0.901,0.057,0.042,Yes,No
chr6:27215480-27224250,PRSS16,GTEx Thyroid,-8.7005,3.3e-18,0,0,0.003,0.058,0.939,Yes,Yes
chr6:27215480-27224250,PRSS16,GTEx Whole B...,-8.56,1.13e-17,0,0,0.199,0.755,0.045,No,No
chr6:27325604-27339304,ZNF204P,GTEx Adrenal...,-7.698,1.38e-14,0,0,0.873,0.088,0.039,Yes,No
chr6:27325604-27339304,ZNF204P,GTEx Cerebel...,-5.42764,5.71e-08,0,0,0.005,0.991,0.004,No,No
chr6:27325604-27339304,ZNF204P,GTEx Pituita...,-4.9299,8.23e-07,0,0,0.787,0.144,0.069,Yes,No
chr6:27371789-27374743,RP1-153G14.4,GTEx Hippoca...,6.332,2.42e-10,0,0,0.732,0.153,0.115,Yes,No
chr6:27418522-27440897,ZNF184,GTEx Caudate...,-8.8364,9.88e-19,0,0,0.398,0.197,0.404,Yes,No
chr6:27418522-27440897,ZNF184,GTEx Hypotha...,-6.729,1.71e-11,0,0,0.779,0.179,0.042,Yes,No
chr6:27704779-27706273,RP1-97D16.1,GTEx Cerebel...,6.8721,6.33e-12,0,0,0.74,0.118,0.142,Yes,No
chr6:27704779-27706273,RP1-97D16.1,GTEx Nucleus...,5.381,7.41e-08,0,0,0.87,0.086,0.044,Yes,No
chr6:27791884-27792257,HIST1H4J,PsychENCODE,8.635,5.87e-18,0,0,0.605,0.384,0.011,No,No
chr6:27798952-27799305,HIST1H4K,GTEx Thyroid,6.4609,1.04e-10,0,0,0.018,0.339,0.643,No,No
chr6:27840926-27841289,HIST1H4L,NTR Blood,9.255,2.14e-20,0,0,0.018,0.98,0.001,No,No
chr6:27840926-27841289,HIST1H4L,PsychENCODE,6.492,8.47e-11,0,0,0.742,0.245,0.013,No,No
chr6:28021006-28021943,OR2B8P,GTEx Pituita...,-7.427,1.11e-13,0,0,0,1,0,No,No
chr6:28021006-28021943,OR2B8P,GTEx Thyroid,-7.3716,1.69e-13,0,0,0,1,0,No,No
chr6:28041094-28042011,OR1F12,GTEx Thyroid,-7.154,8.43e-13,0,0,0,1,0,No,No
chr6:28046570-28048752,RP1-313I6.12,GTEx Adrenal...,7.166,7.73e-13,0,0,0.062,0.924,0.014,No,No
chr6:28046570-28048908,RP1-313I6.12,PsychENCODE,7.326615,2.36e-13,0,0,0,1,0,No,No
chr6:28046570-28048752,RP1-313I6.12,GTEx Thyroid,5.1779,2.24e-07,0,0,0,1,0,No,No
chr6:28048481-28057340,ZNF165,CMC DLPFC,7.133,9.82e-13,0,0,0,1,0,No,No
chr6:28048909-28057341,ZNF165,GTEx Thyroid,6.757,1.41e-11,0,0,0.008,0.991,0,No,No
chr6:28058932-28061442,ZSCAN12P1,PsychENCODE,8.547079,1.26e-17,0,0,0.021,0.229,0.75,No,No
chr6:28058932-28061442,ZSCAN12P1,GTEx Whole B...,-6.9659,3.26e-12,0,0,0.484,0.456,0.06,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Adrenal...,7.249,4.2e-13,0,0,0.003,0.997,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Amygdal...,7.8742,3.43e-15,0,0,0.466,0.23,0.304,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx ACC ,6.822,8.97e-12,0,0,0.001,0.997,0.003,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Caudate...,7.144,9.07e-13,0,0,0.02,0.979,0.001,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Cerebel...,7.206,5.76e-13,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Cerebel...,6.55965,5.39e-11,0,0,0,0.995,0.005,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Cortex,7.2821,3.29e-13,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Frontal...,7.427,1.11e-13,0,0,0.156,0.836,0.008,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Hippoca...,7.83,4.87e-15,0,0,0.05,0.782,0.168,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Hypotha...,7.206,5.76e-13,0,0,0.094,0.901,0.005,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Nucleus...,7.218,5.28e-13,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Putamen...,6.583,4.62e-11,0,0,0.405,0.409,0.186,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Substan...,6.302,2.94e-10,0,0,0.505,0.293,0.202,No,No
chr6:28083406-28084329,RP1-265C24.5,PsychENCODE,7.48535,7.14e-14,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Pituita...,7.133,9.82e-13,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Thyroid,7.003,2.51e-12,0,0,0,1,0,No,No
chr6:28083406-28084329,RP1-265C24.5,GTEx Whole B...,6.4571,1.07e-10,0,0,0.074,0.911,0.015,No,No
chr6:28092338-28097860,ZSCAN16,YFS Blood,-8.3473,6.98e-17,0,0,0.094,0.392,0.515,No,No
chr6:28104627-28107456,RP1-265C24.8,PsychENCODE,-6.070169,1.28e-09,0,0,0,1,0,No,No
chr6:28109688-28127250,ZKSCAN8,GTEx ACC ,5.316,1.06e-07,0,0,0.244,0.673,0.083,No,No
chr6:28109688-28127250,ZKSCAN8,GTEx Cerebel...,8.351,6.77e-17,0,0,0.848,0.112,0.04,Yes,No
chr6:28109688-28127250,ZKSCAN8,GTEx Cortex,6.9304,4.2e-12,0,0,0.662,0.087,0.251,Yes,No
chr6:28109688-28127250,ZKSCAN8,GTEx Frontal...,7.75977,8.51e-15,0,0,0.636,0.112,0.252,Yes,No
chr6:28109688-28127250,ZKSCAN8,PsychENCODE,-5.556739,2.75e-08,0,0,0,1,0,No,No
chr6:28109688-28127250,ZKSCAN8,GTEx Thyroid,-5.539,3.04e-08,0,0,0.713,0.265,0.023,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Adrenal...,6.046,1.49e-09,0,0,0.295,0.678,0.027,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Amygdal...,-6.2165,5.08e-10,0,0,0.17,0.807,0.023,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Caudate...,-6.5994,4.13e-11,0,0,0.092,0.867,0.041,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Cerebel...,-7.0535,1.74e-12,0,0,0,1,0,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Cerebel...,-7.11059,1.16e-12,0,0,0,1,0,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Cortex,-7.133,9.82e-13,0,0,0.003,0.997,0,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Frontal...,-4.902887,9.44e-07,0,0,0.807,0.143,0.05,Yes,No
chr6:28129559-28137372,ZNF192P1,GTEx Nucleus...,-7.245,4.32e-13,0,0,0.849,0.108,0.043,Yes,No
chr6:28129559-28137372,ZNF192P1,PsychENCODE,-5.828476,5.59e-09,0,0,0,1,0,No,No
chr6:28129559-28137372,ZNF192P1,GTEx Thyroid,6.429,1.28e-10,0,0,0,1,0,No,No
chr6:28143966-28144452,AL022393.7,GTEx ACC ,-5.271,1.36e-07,0,0,0,1,0,No,No
chr6:28143966-28144452,AL022393.7,GTEx Cerebel...,-6.077,1.22e-09,0,0,0,1,0,No,No
chr6:28143966-28144452,AL022393.7,GTEx Cerebel...,-5.61165,2e-08,0,0,0,1,0,No,No
chr6:28143966-28144452,AL022393.7,GTEx Cortex,-5.9778,2.26e-09,0,0,0,1,0,No,No
chr6:28143966-28144452,AL022393.7,GTEx Hippoca...,-4.941,7.78e-07,0,0,0,1,0,No,No
chr6:28185421-28186655,TOB2P1,GTEx Caudate...,5.0626,4.14e-07,0,0,0.623,0.339,0.038,No,No
chr6:28192664-28201260,ZSCAN9,GTEx Cerebel...,-8.7915,1.48e-18,0,0,0.18,0.059,0.761,Yes,No
chr6:28192664-28201260,ZSCAN9,GTEx Cerebel...,-9.89406,4.42e-23,0,0,0.024,0.014,0.962,Yes,Yes
chr6:28192664-28201260,ZSCAN9,GTEx Hippoca...,-9.344,9.29e-21,0,0,0.117,0.078,0.804,Yes,Yes
chr6:28192664-28201260,ZSCAN9,GTEx Pituita...,-11.135,8.47e-29,0,0,0.013,0.014,0.973,Yes,Yes
chr6:28192664-28201260,ZSCAN9,GTEx Thyroid,-7.2341,4.69e-13,0,0,0.002,0.03,0.968,Yes,Yes
chr6:28212401-28227011,ZKSCAN4,YFS Blood,-7.5248,5.28e-14,0,0,0.009,0.031,0.96,Yes,Yes
chr6:28234788-28245974,RP5-874C20.3,GTEx Adrenal...,7.432,1.07e-13,0,0,0.036,0.167,0.797,Yes,No
chr6:28234788-28245974,RP5-874C20.3,GTEx ACC ,5.336,9.49e-08,0,0,0.109,0.742,0.149,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Caudate...,5.7189,1.07e-08,0,0,0.016,0.937,0.047,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Cerebel...,5.43841,5.38e-08,0,0,0,1,0,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Hippoca...,5.681,1.34e-08,0,0,0.395,0.403,0.202,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Hypotha...,5.181,2.21e-07,0,0,0.098,0.729,0.173,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Putamen...,7.619,2.56e-14,0,0,0.094,0.272,0.633,No,No
chr6:28234788-28245974,RP5-874C20.3,PsychENCODE,6.884624,5.79e-12,0,0,0.001,0.991,0.009,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Pituita...,5.4996,3.81e-08,0,0,0,1,0,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Thyroid,7.4317,1.07e-13,0,0,0,1,0,No,No
chr6:28234788-28245974,RP5-874C20.3,GTEx Whole B...,7.5178,5.57e-14,0,0,0.579,0.216,0.204,No,No
chr6:28249314-28270326,PGBD1,GTEx Caudate...,-6.336,2.36e-10,0,0,0.47,0.087,0.443,Yes,No
chr6:28249314-28270326,PGBD1,GTEx Cerebel...,-8.2504,1.58e-16,0,0,0.484,0.273,0.243,No,No
chr6:28249314-28270326,PGBD1,GTEx Thyroid,-5.0595,4.2e-07,0,0,0.844,0.117,0.039,Yes,No
chr6:28249314-28270326,PGBD1,YFS Blood,-7.698,1.38e-14,0,0,0.012,0.988,0,No,No
chr6:28287437-28287629,RP5-874C20.6,GTEx Cerebel...,6.8172,9.28e-12,0,0,0.203,0.02,0.777,Yes,No
chr6:28292470-28324048,ZSCAN31,GTEx Amygdal...,-5.985,2.16e-09,0,0,0.879,0.071,0.051,Yes,No
chr6:28292470-28324048,ZSCAN31,GTEx Hypotha...,-6.803,1.03e-11,0,0,0.008,0.959,0.033,No,No
chr6:28292470-28324048,ZSCAN31,GTEx Nucleus...,-5.25572,1.47e-07,0,0,0.004,0.833,0.163,No,No
chr6:28292470-28324048,ZSCAN31,GTEx Substan...,-5.584,2.35e-08,0,0,0.553,0.245,0.202,No,No
chr6:28292470-28324048,ZSCAN31,GTEx Pituita...,-5.3587,8.38e-08,0,0,0.022,0.968,0.01,No,No
chr6:28292470-28324048,ZSCAN31,GTEx Thyroid,-4.8328,1.35e-06,0,0,0,1,0,No,No
chr6:28317691-28336947,ZKSCAN3,GTEx Amygdal...,5.4759,4.35e-08,0,0,0.821,0.117,0.062,Yes,No
chr6:28317691-28336947,ZKSCAN3,GTEx Hippoca...,6.316,2.68e-10,0,0,0.557,0.391,0.052,No,No
chr6:28317691-28336947,ZKSCAN3,GTEx Thyroid,6.7922,1.1e-11,0,0,0,0.996,0.004,No,No
chr6:28399707-28411279,ZSCAN23,GTEx Cortex,-5.0971,3.45e-07,0,0,0.001,0.989,0.011,No,No
chr6:28399707-28411279,ZSCAN23,GTEx Hypotha...,-7.324,2.41e-13,0,0,0.211,0.61,0.18,No,No
chr6:28399707-28411279,ZSCAN23,GTEx Putamen...,-6.104,1.03e-09,0,0,0.457,0.433,0.11,No,No
chr6:28399707-28411279,ZSCAN23,GTEx Substan...,-5.337,9.46e-08,0,0,0.717,0.051,0.232,Yes,No
chr6:30644166-30655672,PPP1R18,GTEx Thyroid,6.732,1.67e-11,0,0,0,0,1,Yes,Yes
chr6:30695485-30710682,FLOT1,CMC DLPFC Sp...,6.732,1.67e-11,0,0,0,0,1,Yes,Yes
chr6:30695485-30710682,FLOT1,CMC DLPFC Sp...,-6.732,1.67e-11,0,0,0,0,1,Yes,Yes
chr6:30695485-30710682,FLOT1,CMC DLPFC Sp...,-6.732,1.67e-11,0,0,0,0,1,Yes,Yes
chr6:30695485-30710682,FLOT1,CMC DLPFC Sp...,6.732,1.67e-11,0,0,0,0,1,Yes,Yes
chr6:30695485-30710682,FLOT1,NTR Blood,-6.09409,1.1e-09,0,0,0,0.005,0.995,Yes,Yes
chr6:30695486-30710510,FLOT1,GTEx Cerebel...,-6.732,1.67e-11,0,0,0.017,0,0.983,Yes,Yes
chr6:30695486-30710510,FLOT1,GTEx Pituita...,-6.732,1.67e-11,0,0,0.026,0,0.973,Yes,Yes
chr6:30695486-30710510,FLOT1,GTEx Thyroid,-6.47743,9.33e-11,0,0,0,0,1,Yes,Yes
chr6:30695486-30710510,FLOT1,GTEx Whole B...,-6.1035,1.04e-09,0,0,0.027,0.114,0.859,Yes,Yes
chr6:30695486-30710510,FLOT1,YFS Blood,-6.8876,5.67e-12,0,0,0,0,1,Yes,Yes
chr6:30710976-30712331,IER3,GTEx Whole B...,-6.82176,8.99e-12,0,0,0.014,0.002,0.984,Yes,Yes
chr6:30710976-30712331,IER3,YFS Blood,-6.0701,1.28e-09,0,0,0,0,1,Yes,Yes
chr6:30710979-30712334,IER3,NTR Blood,-6.9657,3.27e-12,0,0,0,0,1,Yes,Yes
chr6:30766431-30798436,LINC00243,GTEx Whole B...,-5.72411,1.04e-08,0,0,0,0.001,0.999,Yes,Yes
chr6:30875961-30881883,GTF2H4,GTEx Caudate...,-6.1097,9.98e-10,0,0,0.459,0.011,0.53,Yes,No
chr6:30881982-30894236,VARS2,GTEx Caudate...,-6.27,3.61e-10,0,0,0.643,0.012,0.345,Yes,No
chr6:30881982-30894236,VARS2,GTEx Cortex,6.259,3.87e-10,0,0,0.562,0.015,0.423,Yes,No
chr6:30881982-30894236,VARS2,GTEx Whole B...,6.732,1.67e-11,0,0,0.009,0,0.991,Yes,Yes
chr6:31021227-31027667,HCG22,GTEx Cerebel...,4.8491,1.24e-06,0,0,0.572,0.022,0.405,Yes,No
chr6:31021227-31027667,HCG22,GTEx Thyroid,5.84552,5.05e-09,0,0,0.151,0.22,0.629,No,No
chr6:31082527-31107869,PSORS1C1,GTEx ACC ,5.95718,2.57e-09,0,0,0.632,0.061,0.307,Yes,No
chr6:31082527-31107869,PSORS1C1,GTEx Cerebel...,5.14942,2.61e-07,0,0,0.353,0.099,0.548,Yes,No
chr6:31082527-31107869,PSORS1C1,GTEx Pituita...,5.15926,2.48e-07,0,0,0.089,0.835,0.075,No,No
chr6:31082527-31107869,PSORS1C1,GTEx Thyroid,5.1386,2.77e-07,0,0,0,0.998,0.002,No,No
chr6:31165915-31171745,HCG27,GTEx Hippoca...,6.16,7.27e-10,0,0,0.756,0.018,0.226,Yes,No
chr6:31236526-31239882,HLA-C,GTEx Cerebel...,-5.12676,2.95e-07,0,0,0.002,0.135,0.863,Yes,Yes
chr6:31255287-31256741,WASF5P,GTEx Cerebel...,-6.16,7.27e-10,0,0,0.286,0.041,0.673,Yes,No
chr6:31255287-31256741,WASF5P,GTEx Cerebel...,-6.16,7.27e-10,0,0,0.005,0.055,0.94,Yes,Yes
chr6:31255287-31256741,WASF5P,GTEx Pituita...,-6.16,7.27e-10,0,0,0,0.055,0.945,Yes,Yes
chr6:31321649-31324219,HLA-B,GTEx Frontal...,4.9164,8.81e-07,0,0,0.839,0.057,0.104,Yes,No
chr6:31321649-31324219,HLA-B,GTEx Pituita...,5.35112,8.74e-08,0,0,0.601,0.122,0.277,Yes,No
chr6:31324424-31325414,XXbac-BPG248L24.12,GTEx Cerebel...,-5.85543,4.76e-09,0,0,0,0.055,0.944,Yes,Yes
chr6:31324424-31325414,XXbac-BPG248L24.12,GTEx Cerebel...,-5.955,2.6e-09,0,0,0,0.055,0.945,Yes,Yes
chr6:31349851-31350065,HLA-S,GTEx Thyroid,4.85132,1.23e-06,0,0,0,0.76,0.24,No,No
chr6:31349851-31350065,HLA-S,GTEx Whole B...,5.42686,5.74e-08,0,0,0,0.869,0.13,No,No
chr6:31362066-31363272,XXbac-BPG181B23.7,GTEx Cerebel...,-5.70376,1.17e-08,0,0,0.736,0.064,0.199,Yes,No
chr6:31362066-31363272,XXbac-BPG181B23.7,GTEx Pituita...,-5.07617,3.85e-07,0,0,0.247,0.374,0.379,No,No
chr6:31368479-31445283,HCP5,GTEx Thyroid,5.628,1.82e-08,0,0,0.012,0.57,0.418,No,No
chr6:31371370-31383090,MICA,CMC DLPFC Sp...,-5.792,6.96e-09,0,0,0.016,0.343,0.641,No,No
chr6:31462658-31478901,MICB,GTEx Thyroid,-6.06867,1.29e-09,0,0,0,0.549,0.451,No,No
chr6:31498010-31510225,DDX39B,GTEx Hypotha...,5.0645,4.09e-07,0,0,0.846,0.055,0.099,Yes,No
chr6:31694816-31698039,DDAH2,CMC DLPFC,4.8707,1.11e-06,0,0.002,0.003,0.729,0.266,No,No
chr6:31707725-31730575,MSH5,GTEx Putamen...,5.438,5.39e-08,0.001,0,0.649,0.083,0.266,Yes,No
chr6:31707725-31730575,MSH5,GTEx Thyroid,5.72187,1.05e-08,0,0,0.004,0.119,0.877,Yes,Yes
chr6:31865562-31913426,C2,GTEx Whole B...,-5.438,5.39e-08,0.001,0.001,0.078,0.078,0.843,Yes,Yes
chr6:31867384-31869769,ZBTB12,GTEx Whole B...,5.792,6.96e-09,0,0,0,0.012,0.988,Yes,Yes
chr6:31937587-31940069,DXO,GTEx Adrenal...,-5.438,5.39e-08,0.003,0,0.416,0.051,0.53,Yes,No
chr6:31949801-31970458,C4A,GTEx Adrenal...,5.8156,6.04e-09,0,0,0,0.017,0.983,Yes,Yes
chr6:31949801-31970458,C4A,GTEx Amygdal...,5.438,5.39e-08,0.002,0.001,0.231,0.066,0.7,Yes,No
chr6:31949801-31970458,C4A,GTEx ACC ,5.16,2.47e-07,0.003,0.001,0.356,0.181,0.458,Yes,No
chr6:31949801-31970458,C4A,GTEx Frontal...,5.3679,7.97e-08,0,0,0.005,0.014,0.981,Yes,Yes
chr6:31949801-31970458,C4A,GTEx Hippoca...,5.438,5.39e-08,0.002,0.001,0.241,0.065,0.692,Yes,No
chr6:31949801-31970458,C4A,GTEx Hypotha...,5.438,5.39e-08,0.005,0,0.601,0.037,0.357,Yes,No
chr6:31949801-31970458,C4A,GTEx Nucleus...,4.8786,1.07e-06,0.001,0,0.109,0.016,0.874,Yes,Yes
chr6:31949801-31970458,C4A,GTEx Substan...,5.16,2.47e-07,0.007,0,0.901,0.019,0.073,Yes,No
chr6:31949801-31970458,C4A,GTEx Pituita...,6.00759,1.88e-09,0,0,0,0.026,0.974,Yes,Yes
chr6:31949801-31970458,C4A,GTEx Thyroid,5.43501,5.48e-08,0,0.002,0,0.221,0.778,No,No
chr6:31949801-31970458,C4A,GTEx Whole B...,5.08392,3.7e-07,0,0,0,0.022,0.978,Yes,Yes
chr6:31976391-31980249,TNXA,GTEx Adrenal...,5.0901,3.58e-07,0,0.007,0.001,0.763,0.229,No,No
chr6:31981047-31981564,STK19P,GTEx Adrenal...,5.16,2.47e-07,0.005,0.001,0.513,0.123,0.359,Yes,No
chr6:32006042-32009447,CYP21A2,GTEx Whole B...,-5.438,5.39e-08,0,0.001,0.003,0.074,0.922,Yes,Yes
chr6:32916390-32936871,HLA-DMA,GTEx Cerebel...,-5.1385,2.77e-07,0.001,0.007,0.096,0.769,0.128,No,No
chr6:32916390-32936871,HLA-DMA,GTEx Thyroid,-5.37308,7.74e-08,0,0.008,0,0.976,0.015,No,No
chr6:32971955-32977389,HLA-DOA,GTEx Nucleus...,5.786,7.21e-09,0.002,0,0.253,0.011,0.733,Yes,No
chr6:33032346-33041549,HLA-DPA1,GTEx Cerebel...,6.17308,6.7e-10,0.001,0.001,0.118,0.115,0.765,Yes,No
chr6:33032346-33041549,HLA-DPA1,GTEx Cerebel...,6.6854,2.3e-11,0,0,0.001,0.017,0.982,Yes,Yes
